Registration Group Number,Registration Group Name,Support Category Number,Support Category Name,Support Item Number,Support Item Name,Support Item Description,Unit,Price Controlled,Quote Required,"NT 
SA 
TAS 
WA
(MM 1-5)","ACT
NSW
QLD
VIC
(MM 1-5)","National
Non-Remote
(MM 1-5)","National Remote

(MM 6)","National Very Remote
(MM 7)",Travel,Cancellations,NDIA Reporting,Non-F2F
117,Development Of Daily Living And Life Skills,9,Increased social and community participation,09_009_0117_6_3,Individual Skills Development And Training,"Individual life skills development and training including public transport training and support, developing skills for community, social and recreational participation. ",H,Y,N,,,$58.52,$81.93,$87.78,Y,Y,N,N
125,"Participation In Community, Social And Civic Activities",9,Increased social and community participation,09_010_0125_6_3,Community Participation Activities,Participation in community based activities that build skills and independence.,YR,N,N,,,,,,N,N,N,N
128,Therapeutic Supports,10,Finding and keeping a job,10_011_0128_5_3,Employment Related Assessment And Counselling,"This support is designed to provide workplace assessment and/or counselling to assist participants successfully engage in employment. For workplace assessments - if a participant is employed and on award wages, then in most instances a work place assessment is available through the Employment Assistance Fund administered by JobAccess and is a free service to employers. For employment related counselling, this service may benefit participants who have, for example, experienced traumatic injury and need significant support (over and above a mainstream employment related service) to develop a new work pathway. ",EA,Y,N,,,$193.99,$271.59,$290.99,Y,Y,Y,Y
133,Specialised Supported Employment,10,Finding and keeping a job,10_012_0133_5_3,Assistance In Specialised Supported Employment Level 1 DMI,Assistance in specialised supported employment Level 1 DMI,WK,N,N,,,,,,N,N,N,N
133,Specialised Supported Employment,10,Finding and keeping a job,10_013_0133_5_3,Assistance In Specialised Supported Employment Level 2 DMI,Assistance in specialised supported employment Level 2 DMI,WK,N,N,,,,,,N,N,N,N
133,Specialised Supported Employment,10,Finding and keeping a job,10_014_0133_5_3,Assistance In Specialised Supported Employment Level 3 DMI,Assistance in specialised supported employment Level 3 DMI,WK,N,N,,,,,,N,N,N,N
133,Specialised Supported Employment,10,Finding and keeping a job,10_015_0133_5_3,Assistance In Specialised Supported Employment Level 4 DMI,Assistance in specialised supported employment Level 4 DMI,WK,N,N,,,,,,N,N,N,N
102,Assist To Access/Maintain Employ/Ed (Assist Access/Maintain Employ),10,Finding and keeping a job,10_016_0102_5_3,Individual Employment Support,"This support can be applied to any working age participant (including students reaching working age) with an employment goal. This may include supports to: 
• explore what work would mean for them (discovery)
• build essential foundation skills for work
• managing complex barriers to obtaining and sustaining employment
• specialised job customisation
• supports to transition from an ADE to open employment.
• develop a career plan
• other capacity building supports which are likely to lead to successful engagement in a DES.  ",H,Y,N,,,$59.03,$82.64,$88.55,Y,Y,Y,Y
102,Assist To Access/Maintain Employ/Ed (Assist Access/Maintain Employ),10,Finding and keeping a job,10_017_0102_5_3,Employment Preparation And Support In A Group - Group Of 3,"These support can be applied to any working age, as above, but is offered in a group environment. This may include supports to:
• explore what work would mean for them (discovery)
• build essential foundation skills for work
• managing complex barriers to obtaining and sustaining employment
• specialised job customisation
• supports to transition from an ADE to open employment.
• develop a career plan
• other capacity building supports which are likely to lead to successful engagement in a DES.  
• Please note: this support item would not applied to a Certified education course, even if run within the provider’s services, as this would be funded through the Vocational Education system. (e.g. Certificate I in Workplace Education)
",H,Y,N,,,$19.68,$27.55,$29.52,Y,Y,Y,Y
133,Specialised Supported Employment,10,Finding and keeping a job,10_018_0133_5_3,Supported Employment Start-Up Fee (ADE),"Supported employment administrative start-up fee, paid only once when a participant starts with an ADE.",EA,N,N,,,,,,N,N,N,N
133,Specialised Supported Employment,10,Finding and keeping a job,10_020_0133_5_3,Support In Employment (ADE),Support in employment (ADE),EA,N,N,,,,,,N,N,N,N
102,Assist To Access/Maintain Employ/Ed (Assist Access/Maintain Employ),10,Finding and keeping a job,10_021_0102_5_3,School Leaver Employment Supports,"School leaver employment supports are capacity building supports for students transitioning from school to employment. These supports should be included, where reasonable and necessary, as part of the students scheduled plan review in the final year of school to ensure supports are available at school exit. ",EA,N,N,,,,,,N,N,Y,N
110,Behaviour Support,11,Improved relationships,11_022_0110_7_3,Specialist Behavioural Intervention Support,"Highly specialised intensive support interventions to address significantly harmful or persistent behaviours of concern. Development of behaviour support plans that temporarily use restrictive practices, with intention to minimise use of these practices.",H,Y,N,$234.83,$214.41,,$328.76,$352.25,Y,Y,Y,Y
110,Behaviour Support,11,Improved relationships,11_023_0110_7_3,Behaviour Management Plan Incl. Training In Behaviour Management Strategies,Training for carers and others in behaviour management strategies required due the participant’s disability.,H,Y,N,$193.99,$193.99,,$271.59,$290.99,Y,Y,Y,Y
117,Development Of Daily Living And Life Skills,11,Improved relationships,11_024_0117_7_3,Individual Social Skills Development,"Social skills development with an individual, for participation in community and social activities.",H,Y,N,,,$58.52,$81.93,$87.78,Y,Y,Y,Y
128,Therapeutic Supports,12,Improved health and wellbeing,12_025_0128_3_3,Dietician Consultation And Diet Plan Development,Individual advice to a participant on managing diet for health and well-being due to the impact of their disability.,H,Y,N,$193.99,$193.99,,$271.59,$290.99,Y,Y,Y,Y
128,Therapeutic Supports,12,Improved health and wellbeing,12_026_0128_3_3,Dietician Group Session - Group of 3,Group based specialist dietary advice on managing diet for well-being due to the impact of their disability. This assumes a group of 3.,H,Y,N,$64.66,$64.66,,$90.52,$96.99,Y,Y,Y,Y
126,Exercise Physiology And Physical Wellbeing Activities (Physical Wellbeing),12,Improved health and wellbeing,12_027_0126_3_3,Exercise Physiology,Individual advice to a participant regarding exercise required due to the impact of their disability.,H,Y,N,,,$166.99,$233.79,$250.49,Y,Y,Y,Y
126,Exercise Physiology And Physical Wellbeing Activities (Physical Wellbeing),12,Improved health and wellbeing,12_028_0126_3_3,Exercise Physiology In A Group - Group of 3,"Advice to a participant regarding exercise required due to the impact of their disability, provided in group setting, assuming a group of 3.",H,Y,N,,,$55.66,$77.92,$83.49,Y,Y,Y,Y
126,Exercise Physiology And Physical Wellbeing Activities (Physical Wellbeing),12,Improved health and wellbeing,12_029_0126_3_3,Personal Training,Personal training provided to a participant due to the impact of their disability.,H,Y,N,,,$56.89,$79.65,$85.34,Y,Y,Y,Y
102,Assist To Access/Maintain Employ/Ed (Assist Access/Maintain Employ),13,Improved learning,13_030_0102_4_3,Transition Through School And To Further Education,"Provision of skills training, advice, assistance with arrangements and orientation to assist a person with disability moving from school to further education.",H,Y,N,,,$60.16,$84.22,$90.24,N,Y,N,N
127,Management Of Funding For Supports In Participants Plan,14,Improved life choices ,14_031_0127_8_3,CB and Training in Plan and Financial Management by a Plan Manager,"Capacity building and training in plan administration and management with a participant to strengthen their ability to undertake tasks associated with the management of their supports. Providers of this support are to assist the participant to build capacity to undertake all aspects of plan administration and management, including: engaging providers; developing service agreements; maintaining records; claiming payments from the NDIA; and paying providers.",H,Y,N,,,$58.52,$81.93,$87.78,N,Y,N,N
127,Management Of Funding For Supports In Participants Plan,14,Improved life choices ,14_033_0127_8_3,Plan Management And Financial Capacity Building - Set Up Costs,A one-off (per plan) establishment fee for setting up of the financial management arrangements for managing of funding of supports.,EA,Y,N,,,$227.53,$318.54,$341.30,N,Y,N,N
127,Management Of Funding For Supports In Participants Plan,14,Improved life choices ,14_034_0127_8_3,Plan Management - Financial Administration ,A monthly fee for the ongoing maintenance of the financial management arrangements for managing of funding of supports.,MON,Y,N,,,$102.28,$143.19,$153.42,N,Y,N,N
118,Early Intervention Supports For Early Childhood,15,Improved daily living skills,15_001_0118_1_3,Capacity Building Supports For Early Childhood Interventions - Psychology,"Capacity building supports, including key worker, to assist a child with developmental delay and/or disability and their family/carers in home, community and early childhood education settings, to work towards increased functional independence and social participation. To be delivered by a Psychologist.  ",H,Y,N,$234.83,$214.41,,$328.76,$352.25,Y,Y,Y,Y
118,Early Intervention Supports For Early Childhood,15,Improved daily living skills,15_002_0118_1_3,Capacity Building Supports For Early Childhood - Group up to 4 - Psychology,"Group based specialist interventions to assist a child with disability or developmental delay and their family in home, care, community and education settings. Maximum group of 4. To be delivered by a Psychologist.  ",H,Y,N,$78.28,$71.47,,$109.59,$117.42,Y,Y,Y,Y
118,Early Intervention Supports For Early Childhood,15,Improved daily living skills,15_003_0118_1_3,Capacity Building Supports For Early Childhood Interventions - Physiotherapy,"Capacity building supports, including key worker, to assist a child with developmental delay and/or disability and their family/carers in home, community and early childhood education settings, to work towards increased functional independence and social participation. To be delivered by a Physiotherapist.",H,Y,N,$224.62,$193.99,,$314.47,$336.93,Y,Y,Y,Y
118,Early Intervention Supports For Early Childhood,15,Improved daily living skills,15_004_0118_1_3,Capacity Building Supports For Early Childhood - Group up to 4 - Physiotherapy,"Group based specialist interventions to assist a child with disability or developmental delay and their family in home, care, community and education settings. Maximum group of 4. To be delivered by a Physiotherapist  ",H,Y,N,$74.87,$64.66,,$104.82,$112.31,Y,Y,Y,Y
118,Early Intervention Supports For Early Childhood,15,Improved daily living skills,15_005_0118_1_3,Capacity Building Supports For Early Childhood Interventions - Other Therapy,"Capacity building supports, including key worker, to assist a child with developmental delay and/or disability and their family/carers in home, community and early childhood education settings, to work towards increased functional independence and social participation.",H,Y,N,$193.99,$193.99,,$271.59,$290.99,Y,Y,Y,Y
118,Early Intervention Supports For Early Childhood,15,Improved daily living skills,15_006_0118_1_3,Capacity Building Supports For Early Childhood - Group up to 4 - Other Therapy,"Group based specialist interventions to assist a child with disability or developmental delay and their family in home, care, community and education settings. Maximum group of 4.",H,Y,N,$64.66,$64.66,,$90.52,$96.99,Y,Y,Y,Y
118,Early Intervention Supports For Early Childhood,15,Improved daily living skills,15_007_0118_1_3,Capacity Building Supports For Early Childhood Allied Health Assistant – Level 1,"Capacity building supports, including key worker, to assist a child with developmental delay and/or disability and their family/carers in home, community and early childhood education settings, to work towards increased functional independence and social participation. To be delivered by an allied health assistant working under the delegation and direct supervision at all times of a therapist. The allied health assistant must be covered by the professional indemnity insurance of the supervising therapist (or the therapist’s employing provider).",H,Y,N,,,$56.16,$78.62,$84.24,Y,Y,Y,Y
118,Early Intervention Supports For Early Childhood,15,Improved daily living skills,15_008_0118_1_3,Capacity Building Supports For Early Childhood Allied Health Assistant – Level 2,"Capacity building supports, including key worker, to assist a child with developmental delay and/or disability and their family/carers in home, community and early childhood education settings, to work towards increased functional independence and social participation. To be delivered by an allied health assistant working under the delegation and supervision of a therapist, where the therapist is satisfied that the allied health assistant is able to work independently without direct supervision at all times. The allied health assistant must be covered by the professional indemnity insurance of the supervising therapist (or the therapist’s employing provider).",H,Y,N,,,$86.79,$121.51,$130.19,Y,Y,Y,Y
106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",15,Improved daily living skills,15_035_0106_1_3,"Assistance With Decision Making, Daily Planning and Budgeting","Provision of time limited support to assist a person to develop and maintain daily budget, including assisting in planning purchases.",H,Y,N,,,$46.31,$64.83,$69.47,Y,Y,Y,Y
114,Community Nursing Care For High Needs,15,Improved daily living skills,15_036_0114_1_3,Individual Assessment And Support By A Nurse,"Provision of care, training and supervision of a delegated worker to respond to the complex care needs of a participant where that care is not the usual responsibility of the health system.",H,Y,N,,,$99.83,$139.76,$149.75,Y,Y,Y,Y
117,Development Of Daily Living And Life Skills,15,Improved daily living skills,15_037_0117_1_3,Individual Skill Development And Training Including Public Transport Training,Individual training provided in the home for general life skills to increase independence.,H,Y,N,,,$46.31,$64.83,$69.47,Y,Y,Y,Y
117,Development Of Daily Living And Life Skills,15,Improved daily living skills,15_038_0117_1_3,Training For Carers/Parents,Training for carers in matters related to caring for a person with disability.,H,Y,N,,,$58.52,$81.93,$87.78,Y,Y,Y,Y
118,Early Intervention Supports For Early Childhood,15,Improved daily living skills,15_041_0118_1_3,Transdisciplinary Early Childhood Intervention,"A coordinated & integrated program where multiple professionals share responsibility in evaluating, planning & implementing supports to improve capacity of a child with disability or developmental delay & their family. Quote based on annual amount.",EA,N,Y,,,,,,N,N,N,N
128,Therapeutic Supports,15,Improved daily living skills,15_042_0128_1_3,Counselling Group - Group Of 3,"Facilitating self-knowledge, emotional acceptance and growth and the optimal development of personal resources through a group session. Assisting participants to gain their personal goals and gain greater insight into their lives. Group of 3.",H,Y,N,,,$52.05,$72.87,$78.08,Y,Y,Y,Y
